file,phase,condition,model,question_id,repeat_idx,hop_diameter,gold_has_disp,step1_status,n_merge,code
qwen_before_adaptive,before,adaptive,qwen,89,0,1,False,ok,0,"import pandas as pd

def count_accounts_in_east_bohemia():
    # Assuming 'account' and 'district' DataFrames are already loaded
    east_bohemia_districts = ['A2', 'A3']  # Example districts in East Bohemia
    filtered_accounts = account[account['district_id'].isin(east_bohemia_districts)]
    return len(filtered_accounts)"
qwen_before_adaptive,before,adaptive,qwen,89,1,1,False,ok,1,"import pandas as pd

def count_accounts_staying_in_east_bohemia_after_transaction():
    # Assuming 'district' and 'account' DataFrames are already loaded
    east_bohemia_districts = ['A2', 'A3']  # Replace with actual districts in East Bohemia
    
    # Filter accounts issued after transaction
    accounts_issued_after_transaction = account[account['date'].str.contains('after_transaction')]
    
    # Join accounts with district information
    joined_data = pd.merge(accounts_issued_after_transaction, district, on='district_id')
    
    # Filter accounts in East Bohemia
    east_bohemia_accounts = joined_data[joined_data['A2'].isin(east_bohemia_districts)]
    
    # Count unique accounts
    count_unique_accounts = len(east_bohemia_accounts['account_id'].unique())
    
    return count_unique_accounts"
qwen_before_adaptive,before,adaptive,qwen,89,2,1,False,ok,1,"import pandas as pd

def count_accounts_staying_in_east_bohemia(accounts_df, district_df):
    # Filter accounts where the date is later than 2021-01-01 (assuming 'date' column is datetime type)
    filtered_accounts = accounts_df[accounts_df['date'] > '2021-01-01']
    
    # Merge the filtered accounts with the district data to get the district information
    merged_data = pd.merge(filtered_accounts, district_df, on='district_id')
    
    # Filter the merged data to include only the East Bohemia region
    east_bohemia_data = merged_data[merged_data['A2'] == 'East Bohemia']
    
    # Count the number of unique accounts
    num_accounts = east_bohemia_data['account_id'].nunique()
    
    return num_accounts"
qwen_before_adaptive,before,adaptive,qwen,89,3,1,False,ok,0,"import pandas as pd

def count_accounts_in_east_bohemia():
    # Filter accounts where the district is in East Bohemia and the frequency is greater than 1
    east_bohemia_accounts = account[(account['district_id'].isin(district[district['A1'] == 'East Bohemia']['district_id'])) & (account['frequency'] > 1)]
    
    # Count the number of unique accounts
    count_unique_accounts = len(east_bohemia_accounts['account_id'].unique())
    
    return count_unique_accounts"
qwen_before_adaptive,before,adaptive,qwen,89,4,1,False,ok,1,"import pandas as pd

def count_accounts_in_east_bohemia(accounts_df, districts_df):
    # Filter accounts where the date is greater than '2010-01-01'
    filtered_accounts = accounts_df[accounts_df['date'] > '2010-01-01']
    
    # Merge the filtered accounts with the districts DataFrame to get the district information
    merged_data = pd.merge(filtered_accounts, districts_df, on='district_id')
    
    # Filter the data to only include rows where the region is 'East Bohemia'
    east_bohemia_data = merged_data[merged_data['A1'].isin(['A', 'B'])]  # Assuming 'A' and 'B' represent East Bohemia
    
    # Count the number of unique accounts
    num_accounts = len(east_bohemia_data['account_id'].unique())
    
    return num_accounts"
qwen_before_adaptive,before,adaptive,qwen,90,0,2,False,ok,1,"import pandas as pd

def count_eligible_accounts(prague_distr_code):
    # Filter accounts in Prague
    prague_accounts = account[account['district_id'] == prague_distr_code]
    
    # Merge with loan data to get loan eligibility
    eligible_accounts = pd.merge(prague_accounts, loan, on='account_id')
    
    return len(eligible_accounts)"
qwen_before_adaptive,before,adaptive,qwen,90,1,2,False,ok,1,"def count_eligible_accounts(df_account, df_loan, df_district):
    # Merge account and district dataframes on district_id
    merged_df = pd.merge(df_account, df_district, on='district_id')
    
    # Filter rows where A2 is 'Prague'
    prague_accounts = merged_df[merged_df['A2'] == 'Prague']
    
    # Get unique account_ids from the filtered dataframe
    eligible_accounts = prague_accounts['account_id'].unique()
    
    return len(eligible_accounts)"
qwen_before_adaptive,before,adaptive,qwen,90,2,2,False,ok,1,"import pandas as pd

def count_eligible_accounts(df_account, df_loan, df_district):
    # Merge account and district dataframes to get district information for each account
    merged_df = pd.merge(df_account, df_district, on='district_id')
    
    # Filter rows where district is 'Prague'
    prague_accounts = merged_df[merged_df['A1'] == 'Prague']
    
    # Get unique account IDs from the filtered dataframe
    eligible_accounts = prague_accounts['account_id'].unique()
    
    return len(eligible_accounts)"
qwen_before_adaptive,before,adaptive,qwen,90,3,2,False,ok,1,"import pandas as pd

def count_eligible_accounts(prague_distr):
    # Filter accounts in Prague
    prague_accounts = account[account['district_id'] == prague_distr]
    
    # Join with loan data to get loan statuses
    eligible_accounts = pd.merge(prague_accounts, loan, on='account_id')
    
    # Count distinct eligible accounts
    eligible_count = len(eligible_accounts['account_id'].unique())
    
    return eligible_count"
qwen_before_adaptive,before,adaptive,qwen,90,4,2,False,ok,1,"import pandas as pd

def count_eligible_accounts(df_account, df_loan, df_district):
    # Filter accounts in Prague (assuming 'Prague' is represented by a specific value in the 'district' table)
    prague_accounts = df_account[df_account['district_id'].isin(df_district[df_district['A1'] == 'Prague']['district_id'])]
    
    # Merge to get the relevant loan information for these accounts
    merged_df = pd.merge(prague_accounts, df_loan, on='account_id')
    
    # Assuming eligibility is determined by the presence of a valid loan status
    eligible_accounts = merged_df[merged_df['status'].notnull()]
    
    return len(eligible_accounts)

# Example usage
# result = count_eligible_accounts(account, loan, district)
# print(result)"
