question_id,repeat_idx,exec_ok,err,value_match
89,0,False,exec_error: KeyError: 'A2',
89,1,False,exec_error: KeyError: 'A2',
89,2,False,exec_error: KeyError: 'A2',
89,3,False,exec_error: KeyError: 'A7',
89,4,False,exec_error: TypeError: Invalid comparison between dtype=datetime64[us] and StringArray,
90,0,True,,False
90,1,True,,False
90,2,True,,False
90,3,True,,False
90,4,True,,False
91,0,False,exec_error: ValueError: Can only compare identically-labeled Series objects,
91,1,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
91,2,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
91,3,False,exec_error: TypeError: dtype 'str' does not support operation 'mean',
91,4,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
92,0,False,exec_error: KeyError: 'client_id',
92,1,False,exec_error: KeyError: 'client_id',
92,2,False,exec_error: KeyError: 'client_id',
92,3,False,exec_error: KeyError: 'client_id',
92,4,False,"exec_error: TypeError: can only concatenate str (not ""int"") to str",
93,0,True,,False
93,1,False,exec_error: KeyError: 'A1',
93,2,True,,False
93,3,False,exec_error: TypeError: '>' not supported between instances of 'str' and 'int',
93,4,True,,False
94,0,False,"exec_error: TypeError: can only concatenate str (not ""int"") to str",
94,1,False,"exec_error: TypeError: can only concatenate str (not ""int"") to str",
94,2,False,exec_error: KeyError: 'account_id',
94,3,False,exec_error: ValueError: attempt to get argmax of an empty sequence,
94,4,False,exec_error: TypeError: dtype 'str' does not support operation 'mean',
95,0,False,exec_error: KeyError: 'Column not found: amount',
95,1,False,exec_error: KeyError: 'salary',
95,2,False,exec_error: KeyError: 'amount',
95,3,False,exec_error: KeyError: 'client_id',
95,4,True,,False
96,0,True,,False
96,1,True,,False
96,2,True,,False
96,3,False,exec_error: KeyError: 'client_type',
96,4,True,,False
97,0,True,,False
97,1,True,,False
97,2,True,,False
97,3,False,exec_error: KeyError: 'client_id',
97,4,True,,False
98,0,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
98,1,True,,False
98,2,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
98,3,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
98,4,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
99,0,True,,False
99,1,False,exec_error: TypeError: Invalid comparison between dtype=timedelta64[us] and DateOffset,
99,2,True,,False
99,3,True,,False
99,4,True,,False
100,0,True,,False
100,1,True,,False
100,2,False,exec_error: TypeError: 'Timestamp' object is not subscriptable,
100,3,False,exec_error: KeyError: 'A2',
100,4,True,,False
101,0,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
101,1,False,exec_error: KeyError: 'date',
101,2,False,exec_error: KeyError: 'date',
101,3,False,exec_error: KeyError: 'date',
101,4,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
102,0,True,,False
102,1,True,,False
102,2,False,exec_error: KeyError: 'amount',
102,3,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
102,4,True,,False
103,0,False,exec_error: KeyError: 'issue_date',
103,1,False,exec_error: KeyError: 'issue_date',
103,2,False,exec_error: KeyError: 'issue_date',
103,3,False,exec_error: KeyError: 'issue_date',
103,4,False,"exec_error: KeyError: ""None of [Index([    1,     2,     3,     4,     5,     6,     7,     8,     9,    10,\n       ...\n       13607, 13613, 13615, 13616, 13623, 13647, 1",
104,0,True,,True
104,1,True,,False
104,2,True,,False
104,3,False,exec_error: KeyError: 'date',
104,4,True,,False
105,0,False,exec_error: IndexError: index 0 is out of bounds for axis 0 with size 0,
105,1,False,exec_error: IndexError: single positional indexer is out-of-bounds,
105,2,True,,True
105,3,True,,True
105,4,True,,False
106,0,False,exec_error: KeyError: 'card_id',
106,1,False,exec_error: KeyError: 'client_id',
106,2,False,exec_error: KeyError: 'Column not found: amount',
106,3,False,exec_error: KeyError: 'Column not found: amount',
106,4,False,exec_error: KeyError: 'client_id',
107,0,True,,False
107,1,False,exec_error: IndexError: index 0 is out of bounds for axis 0 with size 0,
107,2,False,"exec_error: TypeError: can only concatenate str (not ""int"") to str",
107,3,True,,False
107,4,False,"exec_error: TypeError: can only concatenate str (not ""int"") to str",
108,0,False,exec_error: KeyError: 'amount',
108,1,False,exec_error: KeyError: 'loan_id',
108,2,False,exec_error: KeyError: 'amount',
108,3,False,exec_error: KeyError: 'amount',
108,4,False,exec_error: KeyError: 'date',
109,0,True,,True
109,1,True,,False
109,2,True,,False
109,3,True,,True
109,4,True,,False
110,0,False,exec_error: KeyError: 'client_id',
110,1,False,exec_error: KeyError: 'client_id',
110,2,False,exec_error: KeyError: 'amount',
110,3,False,exec_error: KeyError: 'amount',
110,4,False,exec_error: KeyError: 'amount',
111,0,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
111,1,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
111,2,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
111,3,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
111,4,False,exec_error: NameError: name 'litomerec_district' is not defined,
112,0,True,,False
112,1,True,,False
112,2,True,,False
112,3,False,exec_error: KeyError: 'district_id',
112,4,True,,False
113,0,True,,False
113,1,False,exec_error: KeyError: 'date',
113,2,True,,False
113,3,True,,False
113,4,True,,False
114,0,False,exec_error: IndexError: index 0 is out of bounds for axis 0 with size 0,
114,1,False,exec_error: IndexError: single positional indexer is out-of-bounds,
114,2,False,exec_error: IndexError: single positional indexer is out-of-bounds,
114,3,False,exec_error: IndexError: single positional indexer is out-of-bounds,
114,4,False,exec_error: IndexError: single positional indexer is out-of-bounds,
115,0,False,exec_error: ZeroDivisionError: division by zero,
115,1,False,exec_error: ZeroDivisionError: division by zero,
115,2,False,exec_error: ValueError: attempt to get argmax of an empty sequence,
115,3,True,,False
115,4,False,"exec_error: KeyError: ""None of [Index([178.11111111099999, 354.22222222199997, 530.333333333], dtype='float64')] are in the [index]""",
116,0,False,exec_error: KeyError: 'amount',
116,1,False,exec_error: KeyError: 'Column not found: amount',
116,2,False,exec_error: IndexError: single positional indexer is out-of-bounds,
116,3,False,exec_error: KeyError: 'Column not found: amount',
116,4,False,exec_error: IndexError: single positional indexer is out-of-bounds,
117,0,True,,False
117,1,True,,False
117,2,True,,False
117,3,True,,False
117,4,False,exec_error: TypeError: 0.0 is not a callable object,
118,0,False,exec_error: TypeError: object of type 'int' has no len(),
118,1,True,,False
118,2,False,exec_error: KeyError: 'Active',
118,3,False,exec_error: TypeError: unsupported operand type(s) for |: 'str' and 'StringArray',
118,4,True,,False
119,0,True,,False
119,1,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
119,2,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
119,3,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
119,4,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
120,0,False,exec_error: KeyError: 'date',
120,1,False,exec_error: IndexError: single positional indexer is out-of-bounds,
120,2,False,exec_error: IndexError: index 0 is out of bounds for axis 0 with size 0,
