question_id,repeat_idx,exec_ok,err,value_match
89,0,True,,False
89,1,False,exec_error: KeyError: 'issue_after_transaction',
89,2,False,exec_error: KeyError: 'transaction',
89,3,True,,False
89,4,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
90,0,True,,False
90,1,False,"exec_error: TypeError: can only concatenate str (not ""int"") to str",
90,2,False,exec_error: KeyError: 'account_id',
90,3,False,exec_error: UnboundLocalError: cannot access local variable 'account' where it is not associated with a value,
90,4,False,exec_error: KeyError: 'district_id',
91,0,False,exec_error: KeyError: 'Year',
91,1,False,exec_error: KeyError: 'year',
91,2,False,exec_error: KeyError: 'district_id',
91,3,False,exec_error: FileNotFoundError: [Errno 2] No such file or directory: 'district.csv',
91,4,False,exec_error: KeyError: 'A2',
92,0,False,exec_error: TypeError: unsupported operand type(s) for /: 'int' and 'str',
92,1,False,"exec_error: TypeError: can only concatenate str (not ""int"") to str",
92,2,False,exec_error: TypeError: Cannot perform 'rand_' with a dtyped [float64] array and scalar of type [bool],
92,3,False,"exec_error: TypeError: can only concatenate str (not ""int"") to str",
92,4,False,exec_error: TypeError: Cannot perform 'rand_' with a dtyped [float64] array and scalar of type [bool],
93,0,True,,False
93,1,True,,False
93,2,True,,False
93,3,False,exec_error: KeyError: 'district_id',
93,4,True,,False
94,0,False,exec_error: KeyError: 'account_id',
94,1,False,exec_error: KeyError: 'account_id',
94,2,False,"exec_error: TypeError: can only concatenate str (not ""int"") to str",
94,3,False,exec_error: KeyError: 'account_id',
94,4,False,exec_error: KeyError: 'client_id',
95,0,False,exec_error: KeyError: 'account_id',
95,1,False,exec_error: KeyError: 'account_id',
95,2,False,exec_error: KeyError: 'client_id',
95,3,False,"exec_error: TypeError: can only concatenate str (not ""int"") to str",
95,4,False,exec_error: KeyError: 'A12_client',
96,0,False,exec_error: KeyError: 'owner',
96,1,False,exec_error: KeyError: 'client_id',
96,2,False,exec_error: UnboundLocalError: cannot access local variable 'account' where it is not associated with a value,
96,3,False,exec_error: KeyError: '_account2',
96,4,False,exec_error: UnboundLocalError: cannot access local variable 'account' where it is not associated with a value,
97,0,False,exec_error: KeyError: 'client_id',
97,1,True,,False
97,2,True,,False
97,3,True,,False
97,4,True,,False
98,0,False,exec_error: MergeError: Passing 'suffixes' which cause duplicate columns {'date_account'} is not allowed.,
98,1,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
98,2,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
98,3,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
98,4,False,exec_error: KeyError: 'date',
99,0,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
99,1,False,exec_error: KeyError: 'date',
99,2,False,exec_error: UnboundLocalError: cannot access local variable 'loan' where it is not associated with a value,
99,3,True,,False
99,4,False,exec_error: KeyError: 'date',
100,0,False,exec_error: KeyError: 'client_id',
100,1,False,exec_error: KeyError: 'client_id',
100,2,False,exec_error: KeyError: 'client_id',
100,3,False,exec_error: KeyError: 'client_id',
100,4,False,exec_error: KeyError: 'client_id',
101,0,True,,False
101,1,True,,False
101,2,True,,False
101,3,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
101,4,True,,False
102,0,True,,False
102,1,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
102,2,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
102,3,False,exec_error: TypeError: Cannot perform 'rand_' with a dtyped [int64] array and scalar of type [bool],
102,4,False,exec_error: KeyError: 'date',
103,0,True,,False
103,1,False,exec_error: AttributeError: Can only use .dt accessor with datetimelike values,
103,2,False,exec_error: AttributeError: 'str' object has no attribute 'date',
103,3,False,exec_error: AttributeError: 'str' object has no attribute 'year',
103,4,False,exec_error: KeyError: 'client_id',
104,0,True,,False
104,1,False,exec_error: KeyError: 'date',
104,2,True,,False
