question_id,repeat_idx,exec_ok,err,value_match
89,0,False,exec_error: KeyError: 'A1',
89,1,False,exec_error: KeyError: 'card_id',
89,2,True,,False
89,3,False,exec_error: ValueError: Can only compare identically-labeled Series objects,
89,4,False,exec_error: KeyError: 'account_id',
90,0,False,exec_error: KeyError: 'account_id',
90,1,True,,False
90,2,False,exec_error: KeyError: 'A1',
90,3,False,"exec_error: TypeError: Boolean array expected for the condition, not int64",
90,4,True,,False
91,0,False,exec_error: FileNotFoundError: [Errno 2] No such file or directory: 'district.csv',
91,1,False,exec_error: KeyError: 'A10',
91,2,False,exec_error: KeyError: 'A1',
91,3,False,exec_error: NameError: name 'df_1995' is not defined,
91,4,False,exec_error: TypeError: Cannot perform reduction 'mean' with string dtype,
92,0,False,exec_error: KeyError: 'account_id',
92,1,False,exec_error: KeyError: 'client_id',
92,2,False,exec_error: KeyError: 'client_id',
92,3,False,exec_error: AttributeError: 'Series' object has no attribute 'days',
92,4,False,exec_error: KeyError: 'client_id',
93,0,False,exec_error: KeyError: 'amount',
93,1,False,exec_error: KeyError: 'A1',
93,2,False,exec_error: KeyError: 'account_id',
93,3,False,exec_error: KeyError: 'A1',
93,4,True,,False
94,0,False,exec_error: KeyError: 'Column not found: amount',
94,1,False,exec_error: KeyError: 'client_id',
94,2,False,exec_error: KeyError: 'account_id',
94,3,False,exec_error: KeyError: 'Column not found: amount',
94,4,False,exec_error: KeyError: 'client_id',
95,0,False,exec_error: AttributeError: 'Series' object has no attribute 'days',
95,1,False,exec_error: NameError: name 'clients' is not defined,
95,2,False,exec_error: AttributeError: 'Series' object has no attribute 'days',
95,3,False,"exec_error: ValueError: Cannot convert from timedelta64[us] to timedelta64[Y]. Supported resolutions are 's', 'ms', 'us', 'ns'",
95,4,False,exec_error: KeyError: 'client_id',
96,0,False,exec_error: KeyError: 'card_id',
96,1,False,exec_error: KeyError: 'issued',
96,2,True,,False
96,3,True,,False
96,4,False,exec_error: KeyError: 'frequency',
97,0,True,,False
97,1,False,exec_error: KeyError: 'type',
97,2,True,,False
97,3,False,exec_error: KeyError: 'client_id',
97,4,True,,False
98,0,False,exec_error: AttributeError: 'Series' object has no attribute 'join',
98,1,False,exec_error: AttributeError: 'Series' object has no attribute 'join',
98,2,False,exec_error: AttributeError: 'Series' object has no attribute 'merge',
98,3,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
98,4,True,,False
99,0,False,"exec_error: KeyError: ""['client_id', 'date'] not in index""",
99,1,False,exec_error: KeyError: 'date',
99,2,False,exec_error: KeyError: 'status',
99,3,False,exec_error: KeyError: 'date',
99,4,True,,False
100,0,False,exec_error: KeyError: 'account_id',
100,1,False,exec_error: KeyError: 'client_id',
100,2,True,,False
100,3,False,exec_error: KeyError: 'account_id',
100,4,False,exec_error: KeyError: 'account_id',
101,0,True,,False
101,1,True,,False
101,2,True,,False
101,3,False,"exec_error: AttributeError: Can only use .str accessor with string values, not datetime64",
101,4,True,,False
102,0,True,,False
102,1,True,,False
102,2,True,,False
102,3,True,,False
102,4,True,,False
103,0,False,exec_error: KeyError: 'client_id',
103,1,False,exec_error: KeyError: 'client_id',
103,2,False,exec_error: KeyError: 'client_id',
103,3,False,exec_error: AttributeError: Can only use .dt accessor with datetimelike values,
103,4,False,exec_error: KeyError: 'date',
104,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
104,1,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
104,2,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
104,3,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
104,4,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
105,0,False,exec_error: IndexError: single positional indexer is out-of-bounds,
105,1,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
105,2,False,exec_error: KeyError: 'date',
105,3,True,,False
105,4,False,exec_error: IndexError: index 0 is out of bounds for axis 0 with size 0,
106,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
106,1,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
106,2,False,exec_error: KeyError: 'account_id',
106,3,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
106,4,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
107,0,False,exec_error: KeyError: 'Column not found: amount',
107,1,False,exec_error: IndexError: single positional indexer is out-of-bounds,
107,2,False,exec_error: KeyError: 'account_id',
107,3,False,exec_error: ValueError: You are trying to merge on int64 and str columns for key 'district_id'. If you wish to proceed you should use pd.concat,
107,4,False,exec_error: KeyError: 'Column not found: A1',
108,0,True,,True
108,1,False,exec_error: KeyError: 'client_id',
108,2,True,,False
108,3,True,,True
108,4,False,exec_error: KeyError: 'Column not found: amount',
109,0,False,exec_error: KeyError: 'A1',
109,1,True,,False
109,2,False,exec_error: IndexError: index 0 is out of bounds for axis 0 with size 0,
109,3,False,exec_error: IndexError: index 0 is out of bounds for axis 0 with size 0,
109,4,True,,False
110,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
110,1,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
110,2,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
110,3,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
110,4,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
111,0,True,,True
111,1,True,,False
111,2,True,,True
111,3,True,,False
111,4,False,exec_error: KeyError: 'A1',
112,0,False,exec_error: KeyError: 'account_id',
112,1,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
112,2,False,exec_error: KeyError: 'account_id',
112,3,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
112,4,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
113,0,False,exec_error: KeyError: 'account_id',
113,1,False,exec_error: KeyError: 'account_id',
113,2,True,,False
113,3,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
113,4,False,exec_error: KeyError: 'account_id',
114,0,False,exec_error: KeyError: 'A1',
114,1,False,"exec_error: KeyError: ""['client_id'] not in index""",
114,2,False,exec_error: KeyError: 'A1',
114,3,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
114,4,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
115,0,False,exec_error: ValueError: attempt to get argmax of an empty sequence,
115,1,True,,False
115,2,False,exec_error: ZeroDivisionError: division by zero,
115,3,False,exec_error: KeyError: 'A1',
115,4,False,exec_error: IndexError: index 0 is out of bounds for axis 0 with size 0,
116,0,True,,False
116,1,False,exec_error: KeyError: 'client_id',
116,2,False,exec_error: NameError: name 'loan_data' is not defined,
116,3,False,exec_error: KeyError: 'client_id',
116,4,False,exec_error: KeyError: 'client_id',
117,0,True,,False
117,1,True,,False
117,2,True,,False
117,3,False,exec_error: NameError: name 'payments' is not defined,
117,4,True,,False
118,0,True,,False
118,1,False,exec_error: AttributeError: 'numpy.ndarray' object has no attribute 'isin',
118,2,True,,False
118,3,True,,False
118,4,True,,False
119,0,True,,False
119,1,False,exec_error: KeyError: 'client_id',
119,2,False,exec_error: KeyError: 'client_id',
119,3,False,"exec_error: KeyError: ""['A1'] not in index""",
119,4,False,exec_error: KeyError: 'date',
120,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
120,1,False,exec_error: KeyError: 'A1',
120,2,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
120,3,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
120,4,False,exec_error: KeyError: 'A1',
121,0,True,,True
121,1,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
121,2,True,,False
121,3,True,,True
121,4,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
122,0,False,"exec_error: ValueError: Operands are not aligned. Do `left, right = left.align(right, axis=1)` before operating.",
